trial_key,rep,bestsav_dolac,worstsav_dolac,midsav_dolac
amun_22,1,11.95544375999998,-32.07320713599984,-10.058881687999929
amun_22,2,-3.181597649999958,-51.93725445999985,-27.559426054999903
amun_22,3,12.414141569999856,-31.47126685199987,-9.528562641000008
amun_22,4,-71.1836093999998,-141.17498215999967,-106.17929577999985
ande_22,1,41.316323340000054,3.0449295759999586,22.180626458000006
ande_22,2,57.04434359999982,23.68450703999997,40.36442531999978
ande_22,3,51.415846110000075,16.298338404000106,33.85709225699998
ande_22,4,33.32431571999996,-7.4428277920001165,12.940743963999921
bake_22,1,NA,NA,NA
bake_22,2,-24,-86.08000000000015,-55.04000000000019
bake_22,3,-12.599999999999909,-71.12000000000012,-41.8599999999999
bake_22,4,-46.799999999999955,-116,-81.40000000000032
bard_22,1,-32.05806260999998,-90.80601900400006,-61.43204080700002
bard_22,2,26.86229759999992,-13.485967359999904,6.6881651200001215
bard_22,3,-63.980605379999815,-132.69735583200008,-98.33898060599995
bard_22,4,-75.79703598000015,-148.20382967199998,-112.00043282599995
benn_22,1,39.787404989999914,3.475401636000015,21.631403312999964
benn_22,2,60,30,45
benn_22,3,49.068575339999825,15.654902375999882,32.36173885799985
benn_22,4,37.34213862000024,0.2665257680002924,18.804332194000153
borc_22,1,-62.988561269999764,-102.15341022799976,-82.57098574899987
borc_22,2,-119.47222392000003,-176.27583068800004,-147.87402730400004
borc_22,3,-127.47045992999983,-186.77176145199996,-157.12111069099979
borc_22,4,-244.59190761000013,-340.4679770040002,-292.52994230700006
boye_22,1,55.097999999999956,23.567199999999957,39.332600000000184
boye_22,2,68.83500000000004,41.59400000000005,55.214500000000044
boye_22,3,72.02699999999982,45.78279999999995,58.9049
boye_22,4,78.41099999999983,54.16039999999998,66.2856999999999
deal_22,1,-56.91057503999991,-123.41949145600006,-90.1650332480001
deal_22,2,-79.51981085999978,-153.08915530399986,-116.3044830819997
deal_22,3,-9.490150080000149,-61.19058291200031,-35.340366496000115
deal_22,4,-41.314970339999945,-102.95368037599997,-72.13432535800007
dool_22,1,-63.22000058999993,-146.32028147599988,-104.77014103299996
dool_22,2,-90.71433875999992,-182.40057086399986,-136.55745481199995
dool_22,3,-77.59211225999991,-165.1805262639998,-121.38631926199992
dool_22,4,-103.21169706,-198.80061298400005,-151.00615502200003
fred_22,1,67.93441481999992,40.41217944799996,54.17329713399988
fred_22,2,-3.9990448199999946,-53.98471144799987,-28.99187813399999
fred_22,3,32.32643615999996,-6.315483776000065,13.00547619200006
fred_22,4,16.090999049999937,-27.620934580000267,-5.764967765000165
freds_22,1,-43.72515948,-106.11652507200006,-74.92084227600003
freds_22,2,-109.97467487999984,-193.05448563200002,-151.51458025599982
freds_22,3,-73.60125461999996,-145.32234816799996,-109.46180139400008
freds_22,4,-52.83301790999985,-118.06859192399997,-85.45080491699991
freds_22,5,-6.307526580000058,-57.01408751200006,-31.660807045999945
freds_22,6,-1.898627309999938,-51.22837408400005,-26.56350069699988
freds_22,7,-16.517609399999856,-70.41258215999983,-43.465095779999956
freds_22,8,-34.327242869999964,-93.78382046799993,-64.05553166899995
harv_22,1,-230.82408281999994,-350.6680946480001,-290.74608873399995
harv_22,2,-163.46964464999974,-262.2801652600001,-212.8749049549998
harv_22,3,-170.2050889799998,-271.1189588720001,-220.66202392599996
harv_22,4,-318.38485227,-465.5724026280002,-391.978627449
prev_22,1,-32.5800000000001,-87.5920000000001,-60.086000000000126
prev_22,2,-120.36000000000007,-202.784,-161.572
prev_22,3,-21.179999999999893,-72.63199999999995,-46.90599999999995
prev_22,4,-65.64000000000004,-130.976,-98.3080000000001
sier_22,1,78.54937736999989,44.98451626800011,61.766946819000054
sier_22,2,84.70750802999993,53.065712291999944,68.88661016099991
sier_22,3,32.590505940000185,-15.326423783999871,8.632041078000157
sier_22,4,67.49262396000006,30.4749521440001,48.98378805200002
veen1_22,1,-138.0497045400001,-229.8968052560001,-183.97325489800005
veen1_22,2,-39.59822496000004,-100.70082854399993,-70.14952675199993
veen1_22,3,-148.62674538000044,-243.77685183200037,-196.201798606
veen1_22,4,-143.90485227000033,-237.580402628,-190.7426274490001
veen2_22,1,233.97479295000005,258.30376337999996,246.13927816499995
veen2_22,2,55.45349076000002,24.033703664000086,39.74359721199994
veen2_22,3,123.21940793999988,112.96160901600001,118.09050847799995
veen2_22,4,-15.860591490000047,-69.55039023600011,-42.70549086300002
wald_22,1,-56.64106547999995,-146.45950347200005,-101.55028447600012
wald_22,2,110.57467431000009,72.97448488400028,91.77457959699996
wald_22,3,118.93917122999983,83.95105277199991,101.44511200099964
wald_22,4,126.87195300000008,94.36108920000015,110.6165211
wald_22,5,31.840473419999853,-30.346887511999967,0.7467929539998295
wald_22,7,133.39491102000022,102.9210411280003,118.15797607399986
wald_22,8,127.83656799000005,95.62693483600015,111.73175141299998
